"","RESPID","Q 1","Q 2","Q 3","Q 4","Q 5","Q 6","Q 7","Q 8","Q 9","Q 10","Q 11","Q 12","Q 13","Q 14","Q 15","Q 16","Q 17","Q 18","Q 19","Q 20","Q 21","Q 22","Q 23","Q 24","Q 25","Q 26","Q 27","Q 28","Q 29","Q 30","Q 31","Q 32","Q 33","Q 34","Q 35","Q 36","Q 37","Q 38","Q 39","Q 40","Q 41","Q 42","Q 43","Q 44","Q 45","Q 46","Q 47","Q 48","Q 49","Q 50","Q 51","Q 52","Q 53","Q 54","Q 55","Q 56","Q 57","Q 58","Q 59","Q 60","Q 61","Q 62","Q 63","Q 64","Q 65","Q 66","Q 67","Q 68","Q 69","Q 70","Q 71","Q 72","Q 73","Q 74","Q 75","Q 76","Q 77","Q 78","Q 79","Q 80","Q 81"
"541",3140,3,3,3,4,3,4,4,4,2,1,5,3,3,3,4,4,4,4,4,4,4,4,4,4,3,4,5,5,4,1,1,4,5,5,25,2,4,4,4,4,3,4,3,3,3,20,1,19,1,1,4,18,5,3,4,3,4,4,4,4,4,4,3,4,3,3,3,3,4,5,3,4,4,4,4,3,4,4,4,1,0
"2720",232128,2,4,3,4,3,4,4,2,4,3,2,2,3,3,3,1,1,4,4,1,4,4,2,4,3,2,3,2,4,1,1,4,2,1,20,1,5,4,1,1,4,3,4,3,4,15,2,18,1,1,2,14,5,2,3,5,2,4,3,5,5,5,3,4,5,2,3,2,5,4,5,4,4,4,5,2,3,3,2,0,1
"1661",1271,5,2,4,4,5,4,5,2,4,4,4,1,5,5,5,4,4,5,5,4,4,5,4,5,4,3,3,4,4,1,1,5,4,2,20,2,4,4,4,3,4,4,4,5,4,30,2,16,1,1,2,8,2,3,4,4,4,4,4,4,5,4,4,5,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,0,0
"2491",221148,4,3,3,5,4,3,5,4,3,4,4,4,3,4,4,3,4,5,5,4,5,5,4,5,4,3,4,4,5,1,1,4,3,2,33,3,4,4,4,2,1,3,4,4,4,50,1,15,1,1,1,10,3,4,3,4,3,4,4,4,4,3,3,4,4,4,4,4,3,3,3,3,3,3,4,3,3,3,3,0,0
"2217",222789,4,1,3,5,1,3,3,5,1,1,2,4,1,3,3,3,2,3,5,3,4,2,4,3,3,1,1,1,4,1,1,4,3,2,20,3,2,1,3,3,5,1,1,1,1,50,1,16,1,5,4,5,3,3,3,3,3,4,3,4,3,4,4,2,2,3,4,2,3,4,5,5,3,4,4,4,4,4,3,0,1
"1582",231317,4,3,2,3,3,4,4,3,3,3,4,2,3,3,4,4,3,4,4,4,4,4,4,4,4,3,4,4,3,1,1,4,4,2,30,2,4,4,4,3,5,3,3,4,3,45,1,16,1,2,4,25,4,3,4,3,3,3,3,4,4,3,3,2,3,2,3,4,3,3,3,3,3,4,3,3,3,5,5,1,1
"701",18323,3,2,5,5,5,5,5,2,5,2,3,1,5,5,5,5,5,5,3,5,4,3,5,5,5,5,5,3,4,7,1,5,5,4,35,2,4,3,4,4,2,4,4,5,5,90,2,13,1,1,1,40,3,2,3,4,4,5,5,4,3,5,3,4,5,4,5,4,4,3,5,4,4,4,4,5,5,5,5,1,0
"679",232257,5,3,3,4,4,4,4,3,3,2,3,2,3,3,4,3,3,4,5,3,5,5,4,5,5,3,2,4,4,1,1,5,3,4,18,3,4,5,3,2,2,3,4,3,4,20,1,16,1,2,1,41,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,0,1
"2526",488288,5,5,2,2,1,5,3,4,2,5,5,5,1,2,3,2,2,5,4,2,4,4,5,5,5,3,3,3,4,0,0,4,1,2,10,5,4,1,3,1,5,5,3,4,4,30,2,11,1,2,2,44,5,2,3,2,2,1,4,5,3,4,3,3,5,4,3,5,5,4,5,3,5,4,3,2,4,4,2,0,0
"2308",240943,3,3,2,2,2,4,4,4,3,3,5,2,3,3,4,4,3,5,5,2,5,4,5,5,4,3,4,4,5,2,1,4,3,2,26,4,4,4,4,3,4,4,4,2,4,50,2,10,1,5,4,24,3,3,2,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,1,1
"2808",420314,3,5,4,3,4,4,3,3,3,3,4,3,3,4,5,5,4,4,3,5,4,4,5,5,3,4,3,3,4,1,1,4,5,1,25,3,4,2,3,2,3,5,4,3,4,10,2,16,1,1,2,23,3,3,4,3,5,4,3,3,4,4,3,4,4,4,4,4,4,5,4,5,4,4,4,5,4,4,5,0,0
"427",11684,5,3,4,5,4,4,4,3,4,3,4,2,3,3,4,4,3,5,4,4,5,4,4,5,3,4,4,4,5,1,1,5,4,5,14,2,5,5,5,2,4,3,5,4,4,26,1,1,5,1,2,48,4,3,4,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,4,3,3,3,3,2,3,3,4,0,0
"978",5360,4,3,3,4,2,4,5,4,2,5,5,3,4,5,3,4,3,5,5,3,3,3,4,4,2,4,3,5,5,0,0,4,2,4,20,3,5,3,4,1,1,3,4,5,4,50,2,1,1,3,2,54,3,3,5,3,4,5,4,5,4,5,5,2,4,4,3,5,4,5,5,5,3,5,4,4,5,1,3,1,0
"1943",482808,2,3,3,3,2,3,4,3,2,3,3,3,3,2,4,2,2,4,4,2,4,4,3,4,4,2,1,2,3,0,0,5,1,2,22,1,5,5,3,1,2,4,3,3,2,10,2,1,5,1,3,10,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0
"1587",231268,3,3,4,4,4,4,3,3,2,2,1,1,4,5,4,3,1,5,5,2,5,4,4,4,2,2,3,3,4,1,1,4,4,2,24,1,5,4,2,2,5,2,2,2,2,30,2,16,1,1,3,52,5,1,3,3,4,3,4,4,5,4,4,4,4,4,5,4,1,3,4,4,1,5,3,2,1,5,5,0,1
"463",226382,4,3,2,4,3,3,3,4,2,4,4,4,2,3,3,2,2,4,4,2,4,4,3,4,2,4,3,3,3,1,1,2,2,5,20,2,4,5,4,2,3,4,2,5,3,60,1,19,1,1,3,17,5,4,3,3,4,3,3,3,4,3,4,4,4,4,3,3,4,2,3,3,4,4,4,3,2,4,3,0,1
"1205",1813,5,4,3,5,3,5,5,5,4,4,4,2,4,3,3,2,2,5,5,3,5,4,3,4,5,3,2,4,5,0,0,4,1,3,24,1,5,5,3,2,3,3,5,5,4,30,1,12,1,1,2,16,3,1,4,4,4,3,4,4,4,4,3,4,4,5,4,2,5,4,3,4,5,4,5,2,5,5,4,0,0
"206",23230,5,2,4,5,5,4,4,5,4,4,4,4,5,5,5,4,4,5,5,4,5,5,5,5,5,4,5,5,5,3,1,5,3,6,26,1,4,5,3,3,4,4,5,3,4,100,1,14,1,1,2,11,5,5,4,5,2,4,4,5,5,4,4,5,4,5,4,5,4,4,4,5,5,4,5,3,5,5,4,0,0
"1509",15983,3,4,2,3,3,4,3,4,3,4,2,4,3,4,4,5,2,3,4,4,4,5,5,4,4,3,4,4,3,1,1,4,5,3,22,2,3,3,4,2,4,3,3,3,2,35,2,14,1,1,3,9,4,5,3,3,3,4,4,4,4,3,5,2,4,4,4,3,3,4,4,4,2,3,5,3,4,3,5,0,0
"575",224821,4,4,2,4,4,4,4,5,1,2,1,3,2,4,4,5,3,4,5,4,5,5,4,4,2,4,2,4,2,2,1,5,5,5,30,1,5,5,5,2,5,5,5,5,5,10,2,15,1,1,2,27,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,1,1
"535",233659,4,4,2,4,4,4,4,5,1,4,4,3,2,2,4,4,3,5,5,4,4,5,4,5,4,1,4,2,5,0,0,4,5,5,131,4,5,4,4,2,3,4,5,4,5,24,1,17,2,2,3,53,5,4,4,4,5,4,5,5,5,4,4,4,4,4,4,2,5,5,5,5,5,4,4,5,5,5,2,0,1
"2073",8036,5,4,4,4,5,5,5,4,2,3,4,2,3,4,4,3,4,5,5,5,5,5,5,5,5,2,2,3,5,0,0,4,4,2,30,3,3,3,4,2,4,2,3,2,3,60,1,15,5,1,2,10,2,3,3,3,2,2,4,4,4,4,5,4,4,4,3,3,4,4,4,4,4,4,5,2,2,4,3,0,0
"2660",6046,4,4,4,3,4,4,3,3,4,3,3,4,4,3,4,4,4,3,4,3,3,4,3,3,3,3,3,3,4,1,1,5,2,2,30,2,4,1,4,2,2,4,4,3,4,9,2,1,5,1,1,23,4,3,4,3,4,4,4,3,3,3,3,4,4,4,3,3,4,4,3,4,3,4,4,4,4,3,3,0,0
"478",422088,3,4,3,5,5,4,3,3,3,4,2,3,4,4,3,2,4,5,5,4,4,4,4,5,3,3,4,3,4,0,0,4,4,5,27,3,1,5,2,1,4,4,2,3,2,10,2,11,5,1,2,45,5,4,3,4,3,3,4,3,4,3,4,4,4,4,4,5,4,3,4,4,4,4,3,3,4,3,3,0,0
"193",420294,4,3,2,2,4,4,4,3,2,3,3,2,3,3,3,3,2,4,4,3,4,4,3,4,4,4,4,4,4,1,1,5,4,6,20,1,5,5,5,3,4,4,4,4,4,100,2,11,5,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,0,1
"2757",223216,5,3,2,5,4,4,4,4,2,2,5,2,2,2,4,3,2,4,4,4,5,5,4,4,2,2,2,5,4,1,1,3,4,1,20,2,1,5,4,3,4,4,5,3,3,60,1,12,5,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,1
"1129",9292,5,2,3,4,4,4,4,3,3,5,1,2,3,3,4,2,3,3,4,4,5,3,3,4,4,3,3,3,4,1,1,5,3,3,24,1,5,5,3,1,3,5,2,4,2,50,2,16,1,5,3,40,3,3,4,3,4,3,4,4,3,4,3,3,3,3,4,3,4,4,4,4,4,4,4,3,3,4,3,0,0
"1041",233623,4,2,3,4,4,4,3,3,3,4,1,3,4,4,4,3,3,4,3,3,4,4,3,4,3,3,3,3,4,2,1,3,7,3,22,2,4,4,4,2,3,3,4,3,4,30,2,19,1,2,4,36,3,3,4,4,4,4,4,4,4,4,3,3,4,4,4,3,4,4,4,4,4,4,4,3,3,4,4,0,1
"1849",221082,4,4,2,4,3,4,4,4,4,4,1,2,2,2,3,2,2,3,4,2,4,3,2,4,3,1,2,2,4,0,0,5,2,2,16,2,5,5,4,2,1,1,5,1,5,100,2,17,1,5,4,35,5,4,3,3,3,3,4,4,3,3,4,2,3,3,4,2,3,3,4,3,2,3,3,3,2,3,2,0,1
"796",12253,3,2,3,4,4,4,4,4,3,4,1,4,3,3,3,2,2,4,4,2,4,4,4,4,4,4,2,5,3,0,0,4,11,4,20,1,1,3,1,1,1,1,2,1,3,20,2,13,5,6,3,48,4,3,3,3,3,3,3,3,4,3,3,4,3,4,3,4,3,3,3,3,3,3,3,3,3,3,2,0,0
"523",472592,5,3,2,3,3,2,3,5,2,4,4,3,2,2,3,3,2,4,4,2,5,3,3,4,5,2,2,3,3,1,1,3,4,5,22,2,3,5,3,3,5,3,2,2,2,20,1,17,1,1,2,84,2,4,5,4,4,5,5,5,3,4,5,4,3,5,4,2,5,5,5,4,5,5,5,4,3,5,4,1,1
"503",3626,4,3,3,4,4,4,4,4,3,4,4,2,3,3,4,3,3,4,4,4,4,4,4,4,3,3,3,3,4,0,0,4,2,5,28,1,4,4,3,2,4,4,4,3,4,200,2,13,1,5,3,21,4,4,4,4,4,4,4,4,4,4,3,2,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,0,0
"1185",224842,4,2,3,3,3,4,4,4,3,4,4,2,3,3,3,2,2,5,5,2,4,4,4,4,2,3,3,2,3,0,0,5,2,3,19,1,3,3,3,1,4,2,4,3,4,20,2,14,1,1,2,40,4,3,4,5,3,4,5,4,4,3,3,3,3,3,4,2,4,4,4,3,4,4,4,3,3,4,3,1,1
"1069",22867,4,3,3,5,4,5,4,3,5,3,4,2,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,5,1,1,5,3,3,25,3,4,4,4,2,3,4,4,3,4,40,1,12,1,7,1,28,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,0
"972",23326,4,3,3,3,3,4,3,4,3,3,2,3,3,3,2,3,3,3,4,4,4,4,4,3,4,3,4,3,4,0,0,4,4,4,30,1,4,4,4,2,3,4,4,4,4,25,2,14,6,1,1,4,4,3,4,3,4,3,3,3,4,3,4,4,4,4,3,4,4,3,3,3,3,3,4,4,3,3,4,0,0
"766",473936,2,3,4,4,3,4,4,2,3,3,2,2,3,2,4,2,2,4,4,3,4,4,2,4,3,4,3,2,4,0,0,4,4,4,20,1,4,4,4,2,2,2,4,4,4,30,2,17,6,1,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,4,3,0,1
"951",10554,5,3,4,4,4,4,5,5,5,2,5,4,4,4,5,5,5,4,5,4,4,4,4,5,5,4,5,5,5,1,1,5,5,4,30,3,4,5,4,3,5,4,5,4,4,60,1,17,1,1,1,11,4,4,4,4,5,4,4,4,5,2,5,2,4,4,5,4,5,5,5,4,5,4,5,5,4,5,4,0,0
"2703",471373,4,2,3,4,4,3,2,3,1,1,1,2,3,4,1,3,2,4,4,3,4,4,2,4,4,3,4,4,5,2,1,4,4,1,22,1,5,5,5,3,1,5,5,5,5,90,2,18,2,5,4,4,5,1,4,4,4,4,4,4,4,4,1,5,3,5,5,3,5,5,4,5,5,5,5,4,2,4,5,1,1
"2768",488198,5,4,1,4,4,4,3,4,3,4,4,3,2,3,4,3,2,4,4,3,4,4,3,3,3,1,3,3,4,1,1,4,2,1,19,2,4,3,3,2,5,4,3,3,3,15,1,15,1,1,3,18,4,3,4,2,5,3,3,4,4,3,3,4,3,3,3,4,5,4,3,3,4,4,5,4,3,3,3,1,1
"1948",7558,4,4,2,3,2,5,5,4,4,4,1,3,2,2,2,2,2,5,4,2,5,4,2,4,4,2,2,2,2,0,0,4,2,2,24,3,3,1,2,1,3,2,5,2,2,90,1,11,1,1,2,5,1,4,2,2,2,2,2,4,3,4,4,3,3,3,3,2,4,3,2,4,3,4,4,3,3,3,3,0,0
"1319",237743,2,3,3,5,4,4,2,3,2,2,4,2,2,3,3,3,3,4,4,2,5,4,5,5,4,3,2,2,5,1,1,4,11,3,22,1,5,4,4,3,1,5,3,5,4,25,2,18,1,7,4,39,4,3,4,3,4,4,5,3,5,5,3,3,5,5,5,5,4,4,4,5,3,4,4,5,4,3,5,1,1
"1176",484996,5,3,4,4,3,4,4,3,3,3,4,3,3,3,4,2,3,4,5,3,4,4,4,4,4,3,3,3,4,1,1,4,11,3,20,2,4,4,4,3,3,3,3,3,3,60,2,13,1,2,3,1,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,4,4,4,4,4,4,4,3,3,4,3,0,1
"2458",6976,4,2,4,3,3,5,5,4,3,3,5,3,3,3,3,4,3,5,5,4,5,5,5,5,5,2,3,4,5,1,1,4,2,2,18,2,3,4,4,2,4,3,3,2,3,25,1,10,1,2,3,24,4,3,3,3,4,3,4,4,4,4,3,4,3,3,4,4,4,3,3,4,4,3,4,3,3,4,3,1,0
"470",13003,4,4,3,4,4,4,4,4,3,4,1,3,3,4,4,2,2,5,5,4,4,4,4,4,3,4,3,4,4,1,1,4,2,5,14,1,4,4,4,2,4,3,4,3,2,30,2,1,6,3,2,28,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,0,0
"432",3478,3,1,5,5,5,5,5,5,5,3,4,1,5,4,5,4,3,5,4,4,4,4,5,5,5,5,2,4,4,1,1,4,6,5,24,1,4,4,3,3,5,4,2,1,2,50,1,16,1,6,3,18,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,1,0
"533",229516,5,3,2,4,3,4,3,4,1,3,4,3,3,3,3,5,5,3,4,2,4,4,2,4,2,1,2,3,5,2,1,5,3,5,25,3,5,5,3,4,2,5,5,4,3,30,1,19,1,1,3,85,1,1,3,4,4,4,3,3,4,4,1,5,2,4,4,3,5,5,4,4,4,4,4,3,3,4,3,1,1
"700",8203,5,2,5,4,5,5,5,2,5,4,4,2,3,4,5,3,4,5,5,4,5,5,4,5,5,4,5,4,4,0,0,4,8,4,20,3,4,4,4,3,3,3,4,3,4,35,2,15,1,1,2,5,5,5,5,5,4,4,5,5,4,5,4,5,4,4,5,4,5,5,5,5,5,4,4,4,5,4,5,1,0
"350",485659,4,2,3,5,5,4,4,2,1,5,5,1,4,5,4,2,1,5,5,4,5,4,4,4,4,5,3,5,4,0,0,4,4,5,30,1,1,3,5,3,4,2,5,5,5,100,2,15,2,6,4,50,5,5,5,5,5,5,5,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,4,0,1
"1728",470556,5,2,2,4,4,2,3,5,2,4,4,3,3,4,4,2,2,5,5,2,5,5,2,5,4,2,2,4,4,0,0,4,4,2,26,1,5,5,3,1,4,5,5,3,5,32,2,19,6,2,1,3,4,4,5,5,4,4,5,4,4,5,4,4,4,5,5,4,4,4,4,5,5,4,5,3,4,5,4,0,1
"349",232787,5,1,3,4,4,4,4,3,3,5,5,2,3,4,5,4,2,4,5,4,5,4,5,4,5,2,3,4,4,1,1,4,5,5,30,3,5,4,4,2,2,4,4,4,4,45,2,17,1,1,4,9,5,4,5,5,5,5,5,5,5,5,3,5,4,5,5,5,4,5,5,5,5,5,5,4,5,5,4,1,1
"1575",422459,5,2,3,5,5,4,5,4,5,2,4,1,4,3,5,4,5,4,4,4,4,4,5,4,4,2,4,5,5,1,1,5,9,2,50,2,3,4,5,3,5,2,3,1,4,250,1,16,5,2,2,6,4,4,4,4,4,5,5,5,2,2,4,5,3,5,5,5,4,5,5,5,4,1,4,5,4,5,5,1,1
"2082",226436,5,1,5,5,5,4,3,5,2,3,5,3,3,3,4,3,3,5,4,4,4,4,3,5,4,2,2,3,4,1,1,3,3,2,24,4,3,4,4,2,2,4,3,4,4,56,1,14,3,1,2,5,5,4,5,4,4,4,5,5,5,4,5,5,5,4,5,3,5,5,5,5,5,5,5,3,5,5,5,1,1
"2780",474524,4,3,1,4,2,3,3,2,1,2,4,1,1,2,3,1,1,2,2,1,1,2,1,4,4,1,2,2,2,1,1,4,2,1,18,2,5,5,2,2,3,3,5,3,2,30,2,17,1,4,4,9,2,2,4,4,4,4,4,4,4,4,2,3,4,4,4,4,4,3,4,4,4,4,4,4,2,4,2,0,1
"2667",223951,4,4,2,3,3,3,3,4,3,3,1,4,2,2,3,3,2,2,4,3,4,3,3,3,3,2,2,3,3,2,1,4,1,2,17,1,4,4,3,2,1,4,3,4,3,5,2,15,1,1,4,23,4,3,3,3,4,3,4,4,4,4,3,3,3,4,3,4,4,3,3,4,3,4,3,4,3,4,3,0,0
"1975",234359,4,2,4,4,4,4,4,3,4,4,4,2,3,3,3,4,2,4,4,4,4,4,3,4,4,2,2,4,4,1,1,4,5,2,27,1,3,5,3,3,3,3,3,3,3,30,1,19,1,5,4,18,4,4,3,3,4,3,4,4,4,4,3,3,3,3,4,3,4,4,4,4,4,4,4,3,4,4,4,1,1
"1873",3079,4,2,4,4,4,4,4,3,2,5,2,2,4,4,3,2,2,4,5,2,5,4,5,5,2,1,2,4,4,1,1,4,4,2,21,1,5,3,3,1,2,5,5,5,4,20,2,17,1,1,1,44,2,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,0,0
"623",16534,4,5,3,5,5,3,3,4,3,4,1,4,5,5,4,3,4,4,4,3,4,4,4,3,4,5,4,4,5,0,0,4,11,5,25,2,3,3,5,1,5,3,3,3,3,150,1,11,1,3,3,54,3,4,3,5,5,4,3,4,4,5,4,4,4,4,4,4,5,4,4,3,5,4,4,4,4,3,4,1,0
"1841",489098,3,3,3,4,3,5,4,4,3,4,2,3,3,3,2,2,2,4,4,2,4,4,2,4,3,2,3,3,4,1,1,4,1,2,20,1,5,3,3,1,1,5,5,2,3,12,2,15,1,1,4,24,3,3,3,3,2,2,3,4,2,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,4,4,2,0,1
"1391",225549,4,2,3,4,5,4,3,5,3,3,4,3,2,3,4,3,3,4,4,3,4,4,4,3,3,3,2,3,4,0,0,4,3,3,23,1,5,5,3,2,3,4,4,4,3,30,1,12,1,6,3,3,4,2,3,4,3,3,3,3,4,5,2,3,2,4,3,3,3,3,2,4,4,4,4,5,2,4,2,0,1
"613",1456,5,4,4,4,5,5,5,4,5,5,5,5,4,5,5,3,5,3,5,4,4,5,4,3,4,5,5,5,4,2,1,5,7,5,45,4,4,4,4,3,4,3,4,4,4,5,2,15,4,3,1,39,4,4,5,3,5,5,5,5,5,2,4,5,5,5,5,5,4,4,4,4,4,5,5,4,5,5,4,1,0
"1593",224930,2,2,3,5,5,4,4,4,3,4,4,2,3,3,4,4,4,4,4,3,5,4,4,4,3,3,4,4,4,1,1,4,6,2,24,3,5,4,4,3,5,1,2,1,3,85,1,18,1,1,3,5,4,3,4,4,5,4,4,4,4,4,2,2,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,0,1
"339",12902,3,4,3,4,4,4,4,3,3,3,3,3,4,3,4,3,4,3,4,3,3,4,3,3,2,3,3,3,3,1,1,3,4,6,25,2,3,3,4,2,4,3,3,3,3,25,1,16,1,1,3,10,4,3,3,3,3,2,3,3,3,4,3,4,3,3,3,4,4,4,3,2,3,3,3,4,3,3,2,0,0
"209",19835,5,5,5,4,2,5,5,4,4,3,1,1,2,5,4,1,1,5,5,3,5,5,2,5,5,4,3,3,5,1,1,5,2,6,26,1,5,5,4,2,4,2,4,3,4,20,2,15,1,1,2,9,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,4,4,0,0
"50",145,4,5,2,1,3,2,3,4,2,1,5,2,3,4,5,1,3,3,5,4,2,2,2,2,4,4,4,2,4,1,1,5,6,7,36,5,1,1,3,4,4,4,4,4,3,25,1,13,5,2,3,3,5,5,5,5,5,5,5,5,5,5,4,3,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,1,0
"661",11015,3,3,3,1,1,3,2,3,2,2,1,3,5,1,1,5,1,5,5,5,5,3,1,5,5,1,1,1,3,2,1,5,4,5,45,5,5,5,5,1,5,5,5,5,5,60,1,11,5,1,1,25,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0
"995",3029,4,5,5,4,5,5,5,5,4,5,4,4,5,5,4,5,5,5,4,4,4,5,5,5,5,5,4,4,5,1,1,5,5,4,10,3,3,3,3,2,3,3,3,3,3,1,1,16,1,1,1,4,1,2,2,2,2,3,3,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0
"1894",18855,4,2,2,2,2,4,4,4,2,3,2,4,2,2,2,2,2,4,4,2,4,4,3,4,3,2,2,2,4,0,0,4,1,2,24,2,5,5,4,2,3,4,4,4,4,100,2,1,6,4,3,50,4,3,4,4,3,3,4,3,4,4,4,4,3,4,3,4,4,3,4,4,3,4,3,3,3,3,4,0,0
"1531",5119,5,4,4,4,4,5,4,5,4,3,4,2,2,3,4,4,3,5,4,2,5,4,4,5,5,4,5,3,3,1,1,4,3,3,24,3,5,5,4,3,3,4,5,3,5,32,1,15,1,2,4,84,2,3,4,3,3,3,3,5,5,2,4,5,4,4,4,3,5,5,5,4,5,4,5,1,3,4,4,1,0
"251",2750,3,3,3,4,4,4,4,4,3,5,3,4,3,3,4,3,4,4,5,3,4,4,4,5,4,4,4,3,4,1,1,4,4,6,20,2,5,5,3,2,3,4,5,3,4,19,2,14,1,1,1,10,2,4,4,3,4,3,4,4,3,4,2,3,4,4,4,4,4,4,4,4,5,4,4,3,3,4,4,1,0
"80",227746,5,2,3,4,4,5,5,4,1,2,5,2,3,3,4,4,3,5,5,5,5,5,4,5,5,3,5,4,4,1,1,4,5,6,25,1,5,4,4,3,3,4,5,5,3,60,2,11,6,5,3,3,5,4,4,4,4,4,4,5,5,4,4,5,5,4,4,4,4,4,4,5,5,5,5,3,4,5,4,1,1
"553",11045,3,2,1,2,2,2,1,4,1,4,5,3,1,1,3,2,4,5,5,4,5,5,5,5,4,4,5,4,5,1,1,4,1,5,17,2,5,3,3,3,5,3,3,4,3,20,1,16,1,1,2,23,3,3,3,3,3,3,4,4,2,1,5,1,5,3,2,5,5,4,3,5,5,5,4,2,3,3,3,0,0
"2466",14053,3,3,2,4,3,3,2,5,1,4,4,4,1,2,2,2,3,4,5,3,5,4,5,4,4,2,4,4,2,1,1,5,2,2,16,3,4,4,2,3,5,2,2,2,2,20,1,17,1,1,4,24,4,3,4,3,4,3,4,2,3,3,3,2,3,3,3,3,4,3,3,3,4,4,5,2,3,4,3,1,0
"2265",472456,4,3,3,4,3,4,3,4,2,4,4,4,2,2,3,2,3,4,4,4,4,4,2,3,4,1,2,2,4,1,1,4,5,2,26,3,3,3,3,2,3,2,3,2,3,15,1,18,1,2,4,3,2,3,3,4,3,4,3,4,4,4,3,3,4,3,4,3,4,4,4,4,4,3,4,3,3,3,3,0,1
"1856",15952,5,2,3,3,4,4,4,5,4,4,2,4,2,3,2,2,3,5,4,3,4,4,4,4,4,2,2,3,4,0,0,4,2,2,21,2,5,5,3,1,4,2,4,2,3,96,1,10,1,1,3,38,5,5,5,5,4,5,5,3,5,4,4,5,4,5,5,4,5,4,4,4,4,4,4,3,5,5,5,0,0
"942",14705,4,3,4,4,3,3,3,4,4,3,4,4,4,3,3,4,4,4,5,4,4,4,4,3,4,3,4,4,3,2,1,5,7,4,21,3,4,4,3,2,3,4,3,4,3,12,1,19,1,1,2,8,3,4,3,4,4,4,3,4,3,4,5,4,4,4,4,5,4,4,3,4,4,3,4,4,4,4,5,0,0
"1356",224770,4,4,2,4,3,5,4,5,2,4,5,3,3,4,3,2,3,5,5,4,5,5,5,5,4,3,5,5,5,1,1,5,3,3,18,1,5,4,5,2,3,4,4,5,5,20,2,17,5,1,1,22,4,3,4,3,3,3,3,3,4,3,4,4,3,3,3,3,4,4,3,4,3,4,4,4,4,4,3,1,1
"1512",1452,5,4,4,3,5,4,4,4,3,4,4,3,4,3,5,4,5,4,4,4,3,5,3,4,5,4,5,3,5,1,1,5,3,3,15,4,4,5,3,2,4,4,5,4,3,90,2,10,5,1,1,19,4,4,3,5,4,4,4,3,5,3,3,3,3,5,5,4,5,4,5,3,4,5,4,3,3,5,5,0,0
"2310",232903,5,2,2,2,3,4,4,4,2,2,4,3,1,1,4,3,3,4,5,2,5,4,3,5,5,2,1,3,5,2,1,4,2,2,19,3,5,1,1,1,2,4,5,4,2,10,1,13,1,1,4,3,4,3,4,4,5,5,3,5,5,4,2,4,4,3,3,5,4,4,5,4,3,4,5,3,2,4,3,0,1
"2786",5249,4,2,2,3,3,5,4,4,2,4,4,3,3,3,3,2,2,4,5,3,5,5,5,4,3,2,4,3,5,0,0,4,5,1,20,1,5,5,2,2,5,3,4,3,4,40,2,12,1,1,1,54,4,3,3,3,3,3,4,3,4,4,4,3,4,3,2,3,4,4,3,4,4,4,4,3,3,4,4,0,0
"1369",471046,3,5,2,3,3,4,4,4,2,2,5,3,1,2,3,4,5,4,4,3,5,4,4,4,5,3,4,3,3,1,1,4,1,3,20,1,5,5,3,4,5,2,4,1,3,60,1,1,1,4,4,3,2,4,3,3,3,3,4,4,3,4,4,3,2,3,3,4,3,3,3,4,4,4,4,4,3,3,3,0,1
